relName,className,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,totalChangedsloc
impl\xs\util\XSNamedMapImpl.java,org.apache.xerces.impl.xs.util.XSNamedMapImpl,69,69,0,0,0,0
impl\xs\util\XSObjectListImpl.java,org.apache.xerces.impl.xs.util.XSObjectListImpl,39,39,0,0,0,0
jaxp\DefaultValidationErrorHandler.java,org.apache.xerces.jaxp.DefaultValidationErrorHandler,24,24,0,0,0,0
jaxp\DocumentBuilderFactoryImpl.java,org.apache.xerces.jaxp.DocumentBuilderFactoryImpl,55,55,0,0,0,0
jaxp\DocumentBuilderImpl.java,org.apache.xerces.jaxp.DocumentBuilderImpl,117,117,0,0,0,0
jaxp\SAXParserFactoryImpl.java,org.apache.xerces.jaxp.SAXParserFactoryImpl,54,54,0,0,0,0
jaxp\SAXParserImpl.java,org.apache.xerces.jaxp.SAXParserImpl,99,99,0,0,0,0
parsers\AbstractDOMParser.java,org.apache.xerces.parsers.AbstractDOMParser,1443,1453,18,8,739,1504
parsers\AbstractSAXParser.java,org.apache.xerces.parsers.AbstractSAXParser,849,837,0,12,0,12
parsers\AbstractXMLDocumentParser.java,org.apache.xerces.parsers.AbstractXMLDocumentParser,154,154,0,0,0,0
parsers\BasicParserConfiguration.java,org.apache.xerces.parsers.BasicParserConfiguration,174,187,13,0,7,27
parsers\CachingParserPool.java,org.apache.xerces.parsers.CachingParserPool,109,109,0,0,0,0
parsers\DOMASBuilderImpl.java,org.apache.xerces.parsers.DOMASBuilderImpl,105,105,0,0,1,2
parsers\DOMParser.java,org.apache.xerces.parsers.DOMParser,231,231,0,0,0,0
parsers\DOMParserImpl.java,org.apache.xerces.parsers.DOMParserImpl,540,562,182,160,292,926
parsers\DTDConfiguration.java,org.apache.xerces.parsers.DTDConfiguration,382,382,0,0,0,0
parsers\DTDParser.java,org.apache.xerces.parsers.DTDParser,89,89,0,0,0,0
parsers\IntegratedParserConfiguration.java,org.apache.xerces.parsers.IntegratedParserConfiguration,99,99,0,0,0,0
parsers\NonValidatingConfiguration.java,org.apache.xerces.parsers.NonValidatingConfiguration,326,340,23,9,8,48
parsers\SAXParser.java,org.apache.xerces.parsers.SAXParser,39,39,0,0,0,0
parsers\SecurityConfiguration.java,org.apache.xerces.parsers.SecurityConfiguration,21,21,0,0,0,0
parsers\StandardParserConfiguration.java,org.apache.xerces.parsers.StandardParserConfiguration,108,108,0,0,0,0
parsers\XIncludeParserConfiguration.java,org.apache.xerces.parsers.XIncludeParserConfiguration,81,96,20,5,22,69
parsers\XML11Configuration.java,org.apache.xerces.parsers.XML11Configuration,150,758,624,16,64,768
parsers\XMLDocumentParser.java,org.apache.xerces.parsers.XMLDocumentParser,25,25,0,0,0,0
parsers\XMLGrammarCachingConfiguration.java,org.apache.xerces.parsers.XMLGrammarCachingConfiguration,100,100,0,0,0,0
parsers\XMLGrammarParser.java,org.apache.xerces.parsers.XMLGrammarParser,10,10,0,0,0,0
parsers\XMLGrammarPreparser.java,org.apache.xerces.parsers.XMLGrammarPreparser,138,138,0,0,0,0
parsers\XMLParser.java,org.apache.xerces.parsers.XMLParser,22,22,0,0,0,0
util\AugmentationsImpl.java,org.apache.xerces.util.AugmentationsImpl,170,171,1,0,3,7
util\DOMEntityResolverWrapper.java,org.apache.xerces.util.DOMEntityResolverWrapper,43,44,1,0,7,15
util\DOMErrorHandlerWrapper.java,org.apache.xerces.util.DOMErrorHandlerWrapper,108,110,2,0,1,4
util\DOMUtil.java,org.apache.xerces.util.DOMUtil,443,443,0,0,0,0
util\DefaultErrorHandler.java,org.apache.xerces.util.DefaultErrorHandler,43,43,0,0,0,0
util\EncodingMap.java,org.apache.xerces.util.EncodingMap,444,444,0,0,1,2
util\EntityResolverWrapper.java,org.apache.xerces.util.EntityResolverWrapper,48,48,0,0,0,0
util\ErrorHandlerWrapper.java,org.apache.xerces.util.ErrorHandlerWrapper,88,94,18,12,15,60
util\IntStack.java,org.apache.xerces.util.IntStack,48,51,3,0,0,3
util\NamespaceSupport.java,org.apache.xerces.util.NamespaceSupport,17,130,113,0,3,119
util\ObjectFactory.java,org.apache.xerces.util.ObjectFactory,231,231,0,0,0,0
util\ParserConfigurationSettings.java,org.apache.xerces.util.ParserConfigurationSettings,88,90,2,0,0,2
util\SecurityManager.java,org.apache.xerces.util.SecurityManager,22,22,0,0,0,0
util\SecuritySupport.java,org.apache.xerces.util.SecuritySupport,50,50,0,0,0,0
util\SecuritySupport12.java,org.apache.xerces.util.SecuritySupport12,92,92,0,0,0,0
util\ShadowedSymbolTable.java,org.apache.xerces.util.ShadowedSymbolTable,25,25,0,0,0,0
util\SymbolHash.java,org.apache.xerces.util.SymbolHash,89,89,0,0,0,0
util\SymbolTable.java,org.apache.xerces.util.SymbolTable,106,106,0,0,0,0
util\SynchronizedSymbolTable.java,org.apache.xerces.util.SynchronizedSymbolTable,33,33,0,0,0,0
util\URI.java,org.apache.xerces.util.URI,960,1050,109,19,8,144
util\XML11Char.java,org.apache.xerces.util.XML11Char,136,142,6,0,5,16
util\XMLAttributesImpl.java,org.apache.xerces.util.XMLAttributesImpl,235,426,202,11,24,261
util\XMLChar.java,org.apache.xerces.util.XMLChar,307,307,0,0,0,0
util\XMLGrammarPoolImpl.java,org.apache.xerces.util.XMLGrammarPoolImpl,153,153,0,0,0,0
util\XMLResourceIdentifierImpl.java,org.apache.xerces.util.XMLResourceIdentifierImpl,114,114,0,0,0,0
util\XMLStringBuffer.java,org.apache.xerces.util.XMLStringBuffer,67,67,0,0,0,0
util\XMLSymbols.java,org.apache.xerces.util.XMLSymbols,20,20,0,0,0,0
xinclude\MultipleScopeNamespaceSupport.java,org.apache.xerces.xinclude.MultipleScopeNamespaceSupport,104,104,0,0,1,2
xinclude\XIncludeHandler.java,org.apache.xerces.xinclude.XIncludeHandler,1162,1295,191,58,42,333
xinclude\XIncludeMessageFormatter.java,org.apache.xerces.xinclude.XIncludeMessageFormatter,30,30,0,0,0,0
xinclude\XIncludeNamespaceSupport.java,org.apache.xerces.xinclude.XIncludeNamespaceSupport,28,28,0,0,0,0
xinclude\XIncludeTextReader.java,org.apache.xerces.xinclude.XIncludeTextReader,141,242,121,20,43,227
xni\QName.java,org.apache.xerces.xni.QName,85,85,0,0,0,0
xni\XMLString.java,org.apache.xerces.xni.XMLString,57,57,0,0,0,0
xni\XNIException.java,org.apache.xerces.xni.XNIException,18,18,0,0,0,0
xni\parser\XMLConfigurationException.java,org.apache.xerces.xni.parser.XMLConfigurationException,24,24,0,0,0,0
xni\parser\XMLInputSource.java,org.apache.xerces.xni.parser.XMLInputSource,73,73,0,0,0,0
xni\parser\XMLParseException.java,org.apache.xerces.xni.parser.XMLParseException,86,86,0,0,0,0
