Class,same,uchangedLines,deleted,added,changed,all, differenceSection
 w3c\dom\html\HTMLFontElement.java,0,33,9,0,0,9,6
 w3c\dom\html\HTMLFormElement.java,0,67,19,0,0,19,13
 w3c\dom\html\HTMLFrameElement.java,0,57,19,0,0,19,11
 w3c\dom\html\HTMLFrameSetElement.java,0,27,7,0,0,7,5
 w3c\dom\html\HTMLHeadElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLHeadingElement.java,0,23,5,0,0,5,4
 w3c\dom\html\HTMLHRElement.java,0,38,11,0,0,11,7
 w3c\dom\html\HTMLHtmlElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLIFrameElement.java,0,66,23,0,0,23,13
 w3c\dom\html\HTMLImageElement.java,0,80,29,0,0,29,16
 w3c\dom\html\HTMLInputElement.java,0,157,41,0,0,41,25
 w3c\dom\html\HTMLIsIndexElement.java,0,29,6,0,0,6,5
 w3c\dom\html\HTMLLabelElement.java,0,34,8,0,0,8,6
 w3c\dom\html\HTMLLegendElement.java,0,35,8,0,0,8,6
 w3c\dom\html\HTMLLIElement.java,0,28,7,0,0,7,5
 w3c\dom\html\HTMLLinkElement.java,0,61,21,0,0,21,12
 w3c\dom\html\HTMLMapElement.java,0,26,6,0,0,6,5
 w3c\dom\html\HTMLMenuElement.java,0,23,5,0,0,5,4
 w3c\dom\html\HTMLMetaElement.java,0,36,11,0,0,11,7
 w3c\dom\html\HTMLModElement.java,0,28,7,0,0,7,5
 w3c\dom\html\HTMLObjectElement.java,0,113,38,0,0,38,21
 w3c\dom\html\HTMLOListElement.java,0,32,9,0,0,9,6
 w3c\dom\html\HTMLOptGroupElement.java,0,28,7,0,0,7,5
 w3c\dom\html\HTMLOptionElement.java,0,62,16,0,0,16,11
 w3c\dom\html\HTMLParagraphElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLParamElement.java,0,39,11,0,0,11,7
 w3c\dom\html\HTMLPreElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLQuoteElement.java,0,23,5,0,0,5,4
 w3c\dom\html\HTMLScriptElement.java,0,49,17,0,0,17,10
 w3c\dom\html\HTMLSelectElement.java,0,102,28,0,0,28,19
 w3c\dom\html\HTMLStyleElement.java,0,33,9,0,0,9,6
 w3c\dom\html\HTMLTableCaptionElement.java,0,22,5,0,0,5,4
 w3c\dom\html\HTMLTableCellElement.java,0,93,32,0,0,32,18
 w3c\dom\html\HTMLTableColElement.java,0,47,15,0,0,15,9
 w3c\dom\html\HTMLTableElement.java,0,147,40,0,0,40,26
 w3c\dom\html\HTMLTableRowElement.java,0,80,21,0,0,21,14
 w3c\dom\html\HTMLTableSectionElement.java,0,67,17,0,0,17,11
 w3c\dom\html\HTMLTextAreaElement.java,0,88,26,0,0,26,17
 w3c\dom\html\HTMLTitleElement.java,0,21,5,0,0,5,4
 w3c\dom\html\HTMLUListElement.java,0,27,7,0,0,7,5
 w3c\dom\ranges\DocumentRange.java,0,29,4,0,0,4,4
 w3c\dom\ranges\Range.java,0,338,61,0,0,61,32
 w3c\dom\ranges\RangeException.java,0,29,10,0,0,10,5
 w3c\dom\stylesheets\DocumentStyle.java,0,30,4,0,0,4,4
 w3c\dom\stylesheets\LinkStyle.java,0,27,4,0,0,4,4
 w3c\dom\stylesheets\MediaList.java,0,68,13,0,0,13,9
 w3c\dom\stylesheets\StyleSheet.java,0,83,12,0,0,12,11
 w3c\dom\stylesheets\StyleSheetList.java,0,37,5,0,0,5,5
 w3c\dom\traversal\DocumentTraversal.java,0,75,15,0,0,15,6
 w3c\dom\traversal\NodeFilter.java,0,121,21,0,0,21,21
 w3c\dom\traversal\NodeIterator.java,0,94,14,0,0,14,11
 w3c\dom\traversal\TreeWalker.java,0,148,19,0,0,19,16
 w3c\dom\views\AbstractView.java,0,23,4,0,0,4,4
 w3c\dom\views\DocumentView.java,0,26,4,0,0,4,4
 w3c\dom\xpath\XPathEvaluator.java,0,118,0,15,0,15,7
 w3c\dom\xpath\XPathException.java,0,29,0,10,0,10,5
 w3c\dom\xpath\XPathExpression.java,0,57,0,9,0,9,5
 w3c\dom\xpath\XPathNamespace.java,0,58,0,7,0,7,6
 w3c\dom\xpath\XPathNSResolver.java,0,31,0,4,0,4,4
 w3c\dom\xpath\XPathResult.java,0,181,0,31,0,31,23
 w3c\dom\Attr.java,0,102,9,0,0,9,7
 w3c\dom\CDATASection.java,0,45,3,0,0,3,2
 w3c\dom\CharacterData.java,0,121,23,0,0,23,10
 w3c\dom\Comment.java,0,21,3,0,0,3,2
 w3c\dom\Document.java,0,332,33,0,0,33,20
 w3c\dom\DocumentFragment.java,0,49,3,0,0,3,2
 w3c\dom\DocumentType.java,0,70,9,0,0,9,9
 w3c\dom\DOMException.java,0,93,23,0,0,23,18
 w3c\dom\DOMImplementation.java,0,87,13,0,0,13,6
 w3c\dom\Element.java,0,268,34,0,0,34,19
 w3c\dom\Entity.java,0,62,6,0,0,6,6
 w3c\dom\EntityReference.java,0,36,3,0,0,3,2
 w3c\dom\NamedNodeMap.java,0,139,17,0,0,17,11
 w3c\dom\Node.java,0,340,50,0,0,50,38
 w3c\dom\NodeList.java,0,36,5,0,0,5,5
 w3c\dom\Notation.java,0,35,5,0,0,5,5
 w3c\dom\ProcessingInstruction.java,0,33,7,0,0,7,5
 w3c\dom\Text.java,0,51,5,0,0,5,4
 xml\sax\ext\DeclHandler.java,0,123,18,0,0,18,8
 xml\sax\ext\LexicalHandler.java,0,191,20,0,0,20,11
 xml\sax\helpers\AttributeListImpl.java,0,217,93,0,0,93,24
 xml\sax\helpers\AttributesImpl.java,0,358,255,0,0,255,37
 xml\sax\helpers\DefaultHandler.java,0,361,90,0,0,90,41
 xml\sax\helpers\LocatorImpl.java,0,158,54,0,0,54,18
 xml\sax\helpers\NamespaceSupport.java,0,437,252,0,0,252,49
 xml\sax\helpers\ParserAdapter.java,0,575,460,0,0,460,80
 xml\sax\helpers\ParserFactory.java,0,95,34,0,0,34,8
 xml\sax\helpers\XMLFilterImpl.java,0,486,283,0,0,283,51
 xml\sax\helpers\XMLReaderAdapter.java,0,352,183,0,0,183,44
 xml\sax\helpers\XMLReaderFactory.java,0,85,51,0,0,51,7
 xml\sax\AttributeList.java,0,180,11,0,0,11,11
 xml\sax\Attributes.java,0,225,18,0,0,18,17
 xml\sax\ContentHandler.java,0,347,27,0,0,27,13
 xml\sax\DocumentHandler.java,0,212,18,0,0,18,11
 xml\sax\DTDHandler.java,0,96,12,0,0,12,5
 xml\sax\EntityResolver.java,0,103,7,0,0,7,5
 xml\sax\ErrorHandler.java,0,114,9,0,0,9,6
 xml\sax\HandlerBase.java,0,303,65,0,0,65,33
 xml\sax\InputSource.java,0,255,66,0,0,66,20
 xml\sax\Locator.java,0,119,7,0,0,7,7
 xml\sax\Parser.java,0,191,16,0,0,16,11
 xml\sax\SAXException.java,0,109,45,0,0,45,13
 xml\sax\SAXNotRecognizedException.java,0,41,12,0,0,12,5
 xml\sax\SAXNotSupportedException.java,0,41,12,0,0,12,5
 xml\sax\SAXParseException.java,0,200,64,0,0,64,18
 xml\sax\XMLFilter.java,0,59,6,0,0,6,5
 xml\sax\XMLReader.java,0,387,28,0,0,28,21
