relName,className,prevsloc,currsloc,addedsloc,deletedsloc,changedsloc,totalChangedsloc
uml\diagram\ui\ModeCreateGeneralization.java,org.argouml.uml.diagram.ui.ModeCreateGeneralization,10,5,0,5,0,5
uml\diagram\ui\ModeCreateGraphEdge.java,org.argouml.uml.diagram.ui.ModeCreateGraphEdge,143,161,41,23,9,82
uml\diagram\ui\ModeCreatePermission.java,org.argouml.uml.diagram.ui.ModeCreatePermission,5,5,0,0,1,2
uml\diagram\ui\ModeCreateUsage.java,org.argouml.uml.diagram.ui.ModeCreateUsage,5,5,0,0,0,0
uml\diagram\ui\PathConvPercent2.java,org.argouml.uml.diagram.ui.PathConvPercent2,57,57,0,0,0,0
uml\diagram\ui\PropPanelDiagram.java,org.argouml.uml.diagram.ui.PropPanelDiagram,15,27,13,1,5,24
uml\diagram\ui\PropPanelString.java,org.argouml.uml.diagram.ui.PropPanelString,63,77,14,0,7,28
uml\diagram\ui\RadioAction.java,org.argouml.uml.diagram.ui.RadioAction,36,36,0,0,0,0
uml\diagram\ui\SPFigEdgeModelElement.java,org.argouml.uml.diagram.ui.SPFigEdgeModelElement,17,17,0,0,0,0
uml\diagram\ui\SelectionEdgeClarifiers.java,org.argouml.uml.diagram.ui.SelectionEdgeClarifiers,7,7,0,0,0,0
uml\diagram\ui\SelectionMoveClarifiers.java,org.argouml.uml.diagram.ui.SelectionMoveClarifiers,9,9,0,0,2,4
uml\diagram\ui\SelectionNodeClarifiers.java,org.argouml.uml.diagram.ui.SelectionNodeClarifiers,14,25,11,0,6,23
uml\diagram\ui\SelectionRerouteEdge.java,org.argouml.uml.diagram.ui.SelectionRerouteEdge,89,91,2,0,1,4
uml\diagram\ui\StylePanelFigMessage.java,org.argouml.uml.diagram.ui.StylePanelFigMessage,35,36,2,1,3,9
uml\diagram\ui\TabDiagram.java,org.argouml.uml.diagram.ui.TabDiagram,159,178,26,7,21,75
uml\diagram\ui\UMLDiagram.java,org.argouml.uml.diagram.ui.UMLDiagram,296,252,1,45,34,114
uml\diagram\use_case\UseCaseDiagramGraphModel.java,org.argouml.uml.diagram.use_case.UseCaseDiagramGraphModel,251,239,11,23,41,116
uml\diagram\use_case\ui\FigActor.java,org.argouml.uml.diagram.use_case.ui.FigActor,203,192,32,43,32,139
uml\diagram\use_case\ui\FigExtend.java,org.argouml.uml.diagram.use_case.ui.FigExtend,103,101,0,2,0,2
uml\diagram\use_case\ui\FigInclude.java,org.argouml.uml.diagram.use_case.ui.FigInclude,34,33,0,1,0,1
uml\diagram\use_case\ui\FigUseCase.java,org.argouml.uml.diagram.use_case.ui.FigUseCase,529,513,53,69,46,214
uml\diagram\use_case\ui\SelectionActor.java,org.argouml.uml.diagram.use_case.ui.SelectionActor,96,73,19,42,47,155
uml\diagram\use_case\ui\SelectionUseCase.java,org.argouml.uml.diagram.use_case.ui.SelectionUseCase,146,71,32,107,25,189
uml\diagram\use_case\ui\StylePanelFigUseCase.java,org.argouml.uml.diagram.use_case.ui.StylePanelFigUseCase,27,28,1,0,1,3
uml\diagram\use_case\ui\UMLUseCaseDiagram.java,org.argouml.uml.diagram.use_case.ui.UMLUseCaseDiagram,229,238,17,8,7,39
uml\diagram\use_case\ui\UseCaseDiagramRenderer.java,org.argouml.uml.diagram.use_case.ui.UseCaseDiagramRenderer,127,98,3,32,1,37
uml\generator\AbstractSection.java,org.argouml.uml.generator.AbstractSection,122,121,0,1,7,15
uml\generator\GeneratorHelper.java,org.argouml.uml.generator.GeneratorHelper,37,37,0,0,0,0
uml\generator\GeneratorManager.java,org.argouml.uml.generator.GeneratorManager,94,95,3,2,8,21
uml\generator\Language.java,org.argouml.uml.generator.Language,45,45,0,0,0,0
uml\generator\SourceUnit.java,org.argouml.uml.generator.SourceUnit,64,64,0,0,0,0
uml\generator\TempFileUtils.java,org.argouml.uml.generator.TempFileUtils,96,96,0,0,4,8
uml\generator\ui\ClassGenerationDialog.java,org.argouml.uml.generator.ui.ClassGenerationDialog,429,429,23,23,44,134
uml\reveng\ConfigPanelExtension.java,org.argouml.uml.reveng.ConfigPanelExtension,82,161,81,2,8,99
uml\reveng\DiagramInterface.java,org.argouml.uml.reveng.DiagramInterface,153,130,5,28,19,71
uml\reveng\FileImportUtils.java,org.argouml.uml.reveng.FileImportUtils,53,56,6,3,28,65
uml\reveng\Import.java,org.argouml.uml.reveng.Import,458,427,165,196,109,579
uml\reveng\ImportClassLoader.java,org.argouml.uml.reveng.ImportClassLoader,105,102,1,4,13,31
uml\reveng\ImportCommon.java,org.argouml.uml.reveng.ImportCommon,380,336,80,124,51,306
uml\reveng\ImporterManager.java,org.argouml.uml.reveng.ImporterManager,24,28,4,0,2,8
uml\reveng\Setting.java,org.argouml.uml.reveng.Setting,26,118,92,0,2,96
uml\reveng\classfile\ByteToken.java,org.argouml.uml.reveng.classfile.ByteToken,22,22,0,0,2,4
uml\reveng\classfile\ClassfileImport.java,org.argouml.uml.reveng.classfile.ClassfileImport,206,230,31,7,31,100
uml\reveng\classfile\ObjectAST.java,org.argouml.uml.reveng.classfile.ObjectAST,26,26,0,0,0,0
uml\reveng\classfile\ShortAST.java,org.argouml.uml.reveng.classfile.ShortAST,14,14,0,0,0,0
uml\reveng\classfile\SimpleByteLexer.java,org.argouml.uml.reveng.classfile.SimpleByteLexer,17,17,0,0,0,0
uml\reveng\idl\IDLFileImport.java,org.argouml.uml.reveng.idl.IDLFileImport,82,78,0,4,6,16
uml\reveng\java\ArgoToken.java,org.argouml.uml.reveng.java.ArgoToken,9,9,0,0,0,0
uml\reveng\java\ClassifierContext.java,org.argouml.uml.reveng.java.ClassifierContext,41,35,6,12,4,26
uml\reveng\java\ClassifierNotFoundException.java,org.argouml.uml.reveng.java.ClassifierNotFoundException,5,5,0,0,0,0
uml\reveng\java\Context.java,org.argouml.uml.reveng.java.Context,32,68,36,0,0,36
uml\reveng\java\JavaImport.java,org.argouml.uml.reveng.java.JavaImport,129,243,118,4,36,194
uml\reveng\java\JavaLexer.java,org.argouml.uml.reveng.java.JavaLexer,2005,4958,3034,81,130,3375
uml\reveng\java\JavaRecognizer.java,org.argouml.uml.reveng.java.JavaRecognizer,5639,5758,135,16,181,513
uml\reveng\java\Modeller.java,org.argouml.uml.reveng.java.Modeller,1148,1221,261,188,147,743
uml\reveng\java\OuterClassifierContext.java,org.argouml.uml.reveng.java.OuterClassifierContext,137,52,4,89,18,129
uml\reveng\java\PackageContext.java,org.argouml.uml.reveng.java.PackageContext,152,81,18,89,29,165
uml\reveng\java\ParseState.java,org.argouml.uml.reveng.java.ParseState,145,138,0,7,13,33
uml\reveng\ui\RESequenceDiagramDialog.java,org.argouml.uml.reveng.ui.RESequenceDiagramDialog,583,586,27,24,97,245
uml\ui\AbstractActionAddModelElement.java,org.argouml.uml.ui.AbstractActionAddModelElement,47,15,1,33,6,46
uml\ui\AbstractActionNavigate.java,org.argouml.uml.ui.AbstractActionNavigate,43,43,0,0,1,2
uml\ui\AbstractActionNewModelElement.java,org.argouml.uml.ui.AbstractActionNewModelElement,20,20,0,0,0,0
uml\ui\AbstractActionRemoveElement.java,org.argouml.uml.ui.AbstractActionRemoveElement,28,34,6,0,2,10
uml\ui\ActionActivityDiagram.java,org.argouml.uml.ui.ActionActivityDiagram,28,20,0,8,11,30
uml\ui\ActionAddDiagram.java,org.argouml.uml.ui.ActionAddDiagram,56,59,4,1,5,15
uml\ui\ActionAddPackage.java,org.argouml.uml.ui.ActionAddPackage,12,12,0,0,0,0
uml\ui\ActionAddTopLevelPackage.java,org.argouml.uml.ui.ActionAddTopLevelPackage,18,18,0,0,2,4
uml\ui\ActionBooleanTaggedValue.java,org.argouml.uml.ui.ActionBooleanTaggedValue,33,34,1,0,3,7
uml\ui\ActionClassDiagram.java,org.argouml.uml.ui.ActionClassDiagram,29,29,0,0,4,8
uml\ui\ActionCollaborationDiagram.java,org.argouml.uml.ui.ActionCollaborationDiagram,12,12,0,0,5,10
uml\ui\ActionCopy.java,org.argouml.uml.ui.ActionCopy,54,54,0,0,0,0
uml\ui\ActionCut.java,org.argouml.uml.ui.ActionCut,70,71,1,0,2,5
uml\ui\ActionDeleteModelElements.java,org.argouml.uml.ui.ActionDeleteModelElements,121,179,63,5,5,78
uml\ui\ActionDeploymentDiagram.java,org.argouml.uml.ui.ActionDeploymentDiagram,42,52,18,8,12,50
uml\ui\ActionGenerateAll.java,org.argouml.uml.ui.ActionGenerateAll,73,71,2,4,14,34
uml\ui\ActionGenerateOne.java,org.argouml.uml.ui.ActionGenerateOne,36,36,2,2,6,16
uml\ui\ActionGenerateProjectCode.java,org.argouml.uml.ui.ActionGenerateProjectCode,72,70,1,3,7,18
uml\ui\ActionGenerationSettings.java,org.argouml.uml.ui.ActionGenerationSettings,19,19,0,0,2,4
uml\ui\ActionImportFromSources.java,org.argouml.uml.ui.ActionImportFromSources,17,17,0,0,1,2
uml\ui\ActionLayout.java,org.argouml.uml.ui.ActionLayout,46,46,0,0,4,8
uml\ui\ActionNavigateAction.java,org.argouml.uml.ui.ActionNavigateAction,6,6,0,0,0,0
uml\ui\ActionNavigateAssociation.java,org.argouml.uml.ui.ActionNavigateAssociation,5,5,0,0,0,0
uml\ui\ActionNavigateContainerElement.java,org.argouml.uml.ui.ActionNavigateContainerElement,5,5,0,0,0,0
uml\ui\ActionNavigateContext.java,org.argouml.uml.ui.ActionNavigateContext,5,5,0,0,0,0
uml\ui\ActionNavigateNamespace.java,org.argouml.uml.ui.ActionNavigateNamespace,5,5,0,0,0,0
uml\ui\ActionNavigateOppositeAssocEnd.java,org.argouml.uml.ui.ActionNavigateOppositeAssocEnd,21,21,0,0,1,2
uml\ui\ActionNavigateOwner.java,org.argouml.uml.ui.ActionNavigateOwner,5,5,0,0,0,0
uml\ui\ActionNavigateTransition.java,org.argouml.uml.ui.ActionNavigateTransition,5,5,0,0,0,0
uml\ui\ActionNavigateUpNextDown.java,org.argouml.uml.ui.ActionNavigateUpNextDown,26,26,0,0,0,0
uml\ui\ActionNavigateUpPreviousDown.java,org.argouml.uml.ui.ActionNavigateUpPreviousDown,25,25,0,0,0,0
uml\ui\ActionNewDiagram.java,org.argouml.uml.ui.ActionNewDiagram,51,76,27,2,8,45
uml\ui\ActionOpenProject.java,org.argouml.uml.ui.ActionOpenProject,74,75,1,0,1,3
uml\ui\ActionPaste.java,org.argouml.uml.ui.ActionPaste,51,51,0,0,0,0
uml\ui\ActionRESequenceDiagram.java,org.argouml.uml.ui.ActionRESequenceDiagram,67,81,17,3,21,62
uml\ui\ActionRemoveModelElement.java,org.argouml.uml.ui.ActionRemoveModelElement,18,18,0,0,0,0
uml\ui\TabTaggedValues.java,org.argouml.uml.ui.ActionRemoveTaggedValue,16,17,1,0,0,1
uml\ui\ActionReopenProject.java,org.argouml.uml.ui.ActionReopenProject,16,16,0,0,0,0
uml\ui\ActionRevertToSaved.java,org.argouml.uml.ui.ActionRevertToSaved,30,30,0,0,0,0
uml\ui\ActionSaveAllGraphics.java,org.argouml.uml.ui.ActionSaveAllGraphics,132,165,38,5,27,97
uml\ui\ActionSaveGraphics.java,org.argouml.uml.ui.ActionSaveGraphics,118,134,16,0,10,36
uml\ui\SaveGraphicsManager.java,org.argouml.uml.ui.ActionSaveGraphicsCmdSaveEPS,17,17,0,0,0,0
uml\ui\ActionSaveProject.java,org.argouml.uml.ui.ActionSaveProject,43,42,4,5,8,25
uml\ui\ActionSaveProjectAs.java,org.argouml.uml.ui.ActionSaveProjectAs,13,13,0,0,0,0
uml\ui\ActionSequenceDiagram.java,org.argouml.uml.ui.ActionSequenceDiagram,11,11,0,0,5,10
uml\ui\ActionSetMultiplicity.java,org.argouml.uml.ui.ActionSetMultiplicity,18,18,0,0,0,0
uml\ui\ActionSetSourcePath.java,org.argouml.uml.ui.ActionSetSourcePath,74,88,14,0,4,22
uml\ui\ActionStateDiagram.java,org.argouml.uml.ui.ActionStateDiagram,45,44,4,5,5,19
uml\ui\ActionUseCaseDiagram.java,org.argouml.uml.ui.ActionUseCaseDiagram,26,26,0,0,5,10
uml\ui\UMLModelElementOrderedListModel2.java,org.argouml.uml.ui.MoveDownAction,17,19,2,0,0,2
uml\ui\UMLModelElementOrderedListModel2.java,org.argouml.uml.ui.MoveUpAction,17,19,2,0,1,4
uml\ui\PropPanel.java,org.argouml.uml.ui.PropPanel,293,350,67,10,29,135
uml\ui\SaveGraphicsManager.java,org.argouml.uml.ui.SaveGraphicsManager,141,172,33,2,12,59
uml\ui\ScrollList.java,org.argouml.uml.ui.ScrollList,11,51,40,0,3,46
uml\ui\SourcePathControllerImpl.java,org.argouml.uml.ui.SourcePathControllerImpl,49,62,14,1,5,25
uml\ui\SourcePathDialog.java,org.argouml.uml.ui.SourcePathDialog,90,90,0,0,1,2
uml\ui\SourcePathTableModel.java,org.argouml.uml.ui.SourcePathTableModel,70,70,0,0,0,0
uml\ui\TabConstraints.java,org.argouml.uml.ui.TabConstraints,417,419,2,0,0,2
uml\ui\TabDocumentation.java,org.argouml.uml.ui.TabDocumentation,60,70,18,8,12,50
uml\ui\TabProps.java,org.argouml.uml.ui.TabProps,384,183,18,219,45,327
uml\ui\TabSrc.java,org.argouml.uml.ui.TabSrc,100,121,21,0,6,33
uml\ui\TabStereotype.java,org.argouml.uml.ui.TabStereotype,168,171,7,4,7,25
uml\ui\TabStyle.java,org.argouml.uml.ui.TabStyle,221,246,30,5,27,89
uml\ui\TabTaggedValues.java,org.argouml.uml.ui.TabTaggedValues,154,164,20,10,6,42
uml\ui\TabTaggedValuesModel.java,org.argouml.uml.ui.TabTaggedValuesModel,172,178,6,0,8,22
uml\ui\UMLAddDialog.java,org.argouml.uml.ui.UMLAddDialog,229,209,9,29,42,122
uml\ui\UMLChangeDispatch.java,org.argouml.uml.ui.UMLChangeDispatch,61,61,0,0,0,0
uml\ui\UMLCheckBox2.java,org.argouml.uml.ui.UMLCheckBox2,41,41,0,0,2,4
uml\ui\UMLComboBox2.java,org.argouml.uml.ui.UMLComboBox2,42,46,4,0,5,14
uml\ui\UMLComboBoxEntry.java,org.argouml.uml.ui.UMLComboBoxEntry,168,181,13,0,7,27
uml\ui\UMLComboBoxModel2.java,org.argouml.uml.ui.UMLComboBoxModel2,339,395,66,10,28,132
uml\ui\UMLComboBoxNavigator.java,org.argouml.uml.ui.UMLComboBoxNavigator,72,80,9,1,0,10
uml\ui\UMLConditionExpressionModel.java,org.argouml.uml.ui.UMLConditionExpressionModel,24,24,0,0,0,0
uml\ui\UMLDeprecatedCheckBox.java,org.argouml.uml.ui.UMLDeprecatedCheckBox,16,5,0,11,2,15
uml\ui\UMLEditableComboBox.java,org.argouml.uml.ui.UMLEditableComboBox,114,114,0,0,0,0
uml\ui\UMLExpressionBodyField.java,org.argouml.uml.ui.UMLExpressionBodyField,49,48,1,2,4,11
uml\ui\UMLExpressionExpressionModel.java,org.argouml.uml.ui.UMLExpressionExpressionModel,17,17,0,0,0,0
uml\ui\UMLExpressionLanguageField.java,org.argouml.uml.ui.UMLExpressionLanguageField,36,36,0,0,0,0
uml\ui\UMLExpressionModel2.java,org.argouml.uml.ui.UMLExpressionModel2,85,85,0,0,0,0
uml\ui\UMLLinkMouseListener.java,org.argouml.uml.ui.UMLLinkMouseListener,29,29,0,0,0,0
uml\ui\UMLLinkedList.java,org.argouml.uml.ui.UMLLinkedList,18,18,0,0,0,0
uml\ui\UMLLinkedListCellRenderer.java,org.argouml.uml.ui.UMLLinkedListCellRenderer,16,16,0,0,0,0
uml\ui\UMLList2.java,org.argouml.uml.ui.UMLList2,53,46,5,12,9,35
uml\ui\UMLListCellRenderer2.java,org.argouml.uml.ui.UMLListCellRenderer2,128,127,0,1,6,13
uml\ui\UMLModelElementCommentDocument.java,org.argouml.uml.ui.UMLModelElementCommentDocument,34,35,3,2,1,7
uml\ui\UMLModelElementElementResidenceListModel.java,org.argouml.uml.ui.UMLModelElementElementResidenceListModel,13,13,0,0,0,0
uml\ui\UMLModelElementListModel2.java,org.argouml.uml.ui.UMLModelElementListModel2,248,248,0,0,9,18
uml\ui\UMLModelElementOrderedListModel2.java,org.argouml.uml.ui.UMLModelElementOrderedListModel2,23,23,3,3,8,22
uml\ui\UMLModelElementTaggedValueDocument.java,org.argouml.uml.ui.UMLModelElementTaggedValueDocument,23,24,1,0,6,13
uml\ui\UMLModelElementTaggedValueProxy.java,org.argouml.uml.ui.UMLModelElementTaggedValueProxy,116,116,0,0,0,0
uml\ui\UMLMultiplicityPanel.java,org.argouml.uml.ui.UMLMultiplicityPanel,154,188,39,5,24,92
uml\ui\UMLMutableLinkedList.java,org.argouml.uml.ui.UMLMutableLinkedList,151,176,25,0,10,45
uml\ui\UMLPlainTextDocument.java,org.argouml.uml.ui.UMLPlainTextDocument,106,115,15,6,13,47
uml\ui\UMLRadioButtonPanel.java,org.argouml.uml.ui.UMLRadioButtonPanel,105,134,31,2,19,71
uml\ui\UMLRecurrenceExpressionModel.java,org.argouml.uml.ui.UMLRecurrenceExpressionModel,24,24,0,0,0,0
uml\ui\UMLScriptExpressionModel.java,org.argouml.uml.ui.UMLScriptExpressionModel,17,17,0,0,0,0
uml\ui\UMLSearchableComboBox.java,org.argouml.uml.ui.UMLSearchableComboBox,40,40,0,0,0,0
uml\ui\UMLSingleRowSelector.java,org.argouml.uml.ui.UMLSingleRowSelector,29,29,0,0,1,2
uml\ui\UMLStimulusActionTextField.java,org.argouml.uml.ui.UMLStimulusActionTextField,46,46,0,0,0,0
uml\ui\UMLStimulusActionTextProperty.java,org.argouml.uml.ui.UMLStimulusActionTextProperty,43,43,0,0,0,0
uml\ui\UMLTableCellRenderer.java,org.argouml.uml.ui.UMLTableCellRenderer,17,17,1,1,1,4
uml\ui\UMLTextArea2.java,org.argouml.uml.ui.UMLTextArea2,18,18,0,0,0,0
uml\ui\UMLTextField2.java,org.argouml.uml.ui.UMLTextField2,19,19,0,0,0,0
uml\ui\UMLTimeExpressionModel.java,org.argouml.uml.ui.UMLTimeExpressionModel,24,24,0,0,0,0
uml\ui\UMLTreeCellRenderer.java,org.argouml.uml.ui.UMLTreeCellRenderer,53,53,0,0,0,0
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.ActionAddCISState,35,35,0,0,7,14
uml\ui\behavior\activity_graphs\ActionAddEventAsTrigger.java,org.argouml.uml.ui.behavior.activity_graphs.ActionAddEventAsTrigger,34,35,1,0,7,15
uml\ui\behavior\activity_graphs\ActionNewClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.ActionNewClassifierInState,89,89,0,0,0,0
uml\ui\behavior\activity_graphs\ActionNewEntryCallAction.java,org.argouml.uml.ui.behavior.activity_graphs.ActionNewEntryCallAction,12,12,0,0,0,0
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.ActionRemoveCISState,19,19,0,0,0,0
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.ActionSetClassifierInStateType,30,34,4,0,1,6
uml\ui\behavior\activity_graphs\ActionSetObjectFlowStateClassifier.java,org.argouml.uml.ui.behavior.activity_graphs.ActionSetObjectFlowStateClassifier,29,29,0,0,0,0
uml\ui\behavior\activity_graphs\PropPanelActionState.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelActionState,24,23,2,3,11,27
uml\ui\behavior\activity_graphs\PropPanelActivityGraph.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelActivityGraph,8,31,23,0,1,25
uml\ui\behavior\activity_graphs\PropPanelCallState.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelCallState,42,46,5,1,3,12
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelClassifierInState,42,40,0,2,2,6
uml\ui\behavior\activity_graphs\PropPanelObjectFlowState.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelObjectFlowState,191,279,99,11,17,144
uml\ui\behavior\activity_graphs\PropPanelPartition.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelPartition,7,66,60,1,1,63
uml\ui\behavior\activity_graphs\PropPanelSubactivityState.java,org.argouml.uml.ui.behavior.activity_graphs.PropPanelSubactivityState,6,5,0,1,1,3
uml\ui\behavior\activity_graphs\UMLActivityGraphContextComboBoxModel.java,org.argouml.uml.ui.behavior.activity_graphs.UMLActivityGraphContextComboBoxModel,35,33,0,2,1,4
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.UMLCISStateListModel,21,21,0,0,0,0
uml\ui\behavior\activity_graphs\UMLCallStateEntryList.java,org.argouml.uml.ui.behavior.activity_graphs.UMLCallStateEntryList,25,25,0,0,0,0
uml\ui\behavior\activity_graphs\PropPanelClassifierInState.java,org.argouml.uml.ui.behavior.activity_graphs.UMLClassifierInStateTypeComboBoxModel,51,49,0,2,2,6
uml\ui\behavior\activity_graphs\UMLObjectFlowStateClassifierComboBoxModel.java,org.argouml.uml.ui.behavior.activity_graphs.UMLObjectFlowStateClassifierComboBoxModel,33,33,0,0,0,0
uml\ui\behavior\collaborations\ActionAddClassifierRoleBase.java,org.argouml.uml.ui.behavior.collaborations.ActionAddClassifierRoleBase,25,25,0,0,6,12
uml\ui\behavior\collaborations\ActionAddMessagePredecessor.java,org.argouml.uml.ui.behavior.collaborations.ActionAddMessagePredecessor,35,38,3,0,8,19
uml\ui\behavior\collaborations\ActionNewActionForMessage.java,org.argouml.uml.ui.behavior.collaborations.ActionNewActionForMessage,20,20,0,0,0,0
uml\ui\behavior\collaborations\ActionRemoveClassifierRoleBase.java,org.argouml.uml.ui.behavior.collaborations.ActionRemoveClassifierRoleBase,16,16,0,0,0,0
uml\ui\behavior\collaborations\ActionSetAssociationRoleBase.java,org.argouml.uml.ui.behavior.collaborations.ActionSetAssociationRoleBase,20,20,0,0,0,0
uml\ui\behavior\collaborations\ActionSetClassifierRoleMultiplicity.java,org.argouml.uml.ui.behavior.collaborations.ActionSetClassifierRoleMultiplicity,30,30,0,0,1,2
uml\ui\behavior\collaborations\ActionSetRepresentedClassifierCollaboration.java,org.argouml.uml.ui.behavior.collaborations.ActionSetRepresentedClassifierCollaboration,22,22,0,0,0,0
uml\ui\behavior\collaborations\ActionSetRepresentedOperationCollaboration.java,org.argouml.uml.ui.behavior.collaborations.ActionSetRepresentedOperationCollaboration,22,22,0,0,0,0
uml\ui\behavior\collaborations\PropPanelAssociationEndRole.java,org.argouml.uml.ui.behavior.collaborations.PropPanelAssociationEndRole,17,15,1,3,3,10
uml\ui\behavior\collaborations\PropPanelAssociationRole.java,org.argouml.uml.ui.behavior.collaborations.PropPanelAssociationRole,31,29,0,2,5,12
uml\ui\behavior\collaborations\PropPanelClassifierRole.java,org.argouml.uml.ui.behavior.collaborations.PropPanelClassifierRole,50,49,0,1,3,7
uml\ui\behavior\collaborations\PropPanelCollaboration.java,org.argouml.uml.ui.behavior.collaborations.PropPanelCollaboration,49,43,0,6,3,12
uml\ui\behavior\collaborations\PropPanelInteraction.java,org.argouml.uml.ui.behavior.collaborations.PropPanelInteraction,25,21,0,4,3,10
uml\ui\behavior\collaborations\PropPanelMessage.java,org.argouml.uml.ui.behavior.collaborations.PropPanelMessage,48,49,1,0,2,5
uml\ui\behavior\collaborations\UMLAssociationEndRoleBaseListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLAssociationEndRoleBaseListModel,24,24,0,0,0,0
uml\ui\behavior\collaborations\UMLAssociationRoleAssociationEndRoleListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleAssociationEndRoleListModel,13,13,0,0,0,0
uml\ui\behavior\collaborations\UMLAssociationRoleBaseComboBoxModel.java,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleBaseComboBoxModel,66,69,11,8,7,33
uml\ui\behavior\collaborations\UMLAssociationRoleMessageListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLAssociationRoleMessageListModel,13,13,0,0,0,0
uml\ui\behavior\collaborations\UMLClassifierRoleAvailableContentsListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleAvailableContentsListModel,93,93,0,0,0,0
uml\ui\behavior\collaborations\UMLClassifierRoleAvailableFeaturesListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleAvailableFeaturesListModel,89,89,0,0,0,0
uml\ui\behavior\collaborations\UMLClassifierRoleBaseListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLClassifierRoleBaseListModel,12,12,0,0,0,0
uml\ui\behavior\collaborations\UMLCollaborationConstrainingElementListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLCollaborationConstrainingElementListModel,13,13,0,0,0,0
uml\ui\behavior\collaborations\UMLCollaborationInteractionListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLCollaborationInteractionListModel,13,13,0,0,0,0
uml\ui\behavior\collaborations\UMLCollaborationRepresentedClassifierComboBoxModel.java,org.argouml.uml.ui.behavior.collaborations.UMLCollaborationRepresentedClassifierComboBoxModel,35,33,2,4,3,12
uml\ui\behavior\collaborations\UMLCollaborationRepresentedOperationComboBoxModel.java,org.argouml.uml.ui.behavior.collaborations.UMLCollaborationRepresentedOperationComboBoxModel,36,33,1,4,2,9
uml\ui\behavior\collaborations\UMLInteractionContextListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLInteractionContextListModel,14,14,0,0,0,0
uml\ui\behavior\collaborations\UMLInteractionMessagesListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLInteractionMessagesListModel,16,16,0,0,0,0
uml\ui\behavior\collaborations\UMLMessageActionListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageActionListModel,13,13,0,0,0,0
uml\ui\behavior\collaborations\UMLMessageActivatorComboBox.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageActivatorComboBox,16,16,0,0,0,0
uml\ui\behavior\collaborations\UMLMessageActivatorComboBoxModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageActivatorComboBoxModel,48,48,0,0,1,2
uml\ui\behavior\collaborations\UMLMessageInteractionListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageInteractionListModel,15,15,0,0,0,0
uml\ui\behavior\collaborations\UMLMessagePredecessorListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessagePredecessorListModel,20,20,0,0,0,0
uml\ui\behavior\collaborations\UMLMessageReceiverListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageReceiverListModel,12,12,0,0,0,0
uml\ui\behavior\collaborations\UMLMessageSenderListModel.java,org.argouml.uml.ui.behavior.collaborations.UMLMessageSenderListModel,12,12,0,0,0,0
uml\ui\behavior\common_behavior\ActionAddContextSignal.java,org.argouml.uml.ui.behavior.common_behavior.ActionAddContextSignal,26,26,0,0,6,12
uml\ui\behavior\common_behavior\ActionAddCreateActionInstantiation.java,org.argouml.uml.ui.behavior.common_behavior.ActionAddCreateActionInstantiation,40,40,0,0,7,14
uml\ui\behavior\common_behavior\ActionAddInstanceClassifier.java,org.argouml.uml.ui.behavior.common_behavior.ActionAddInstanceClassifier,31,32,1,0,6,13
uml\ui\behavior\common_behavior\PropPanelSignal.java,org.argouml.uml.ui.behavior.common_behavior.ActionAddReceptionSignal,28,29,1,0,6,13
uml\ui\behavior\common_behavior\PropPanelSendAction.java,org.argouml.uml.ui.behavior.common_behavior.ActionAddSendActionSignal,38,39,1,0,7,15
uml\ui\behavior\common_behavior\PropPanelAction.java,org.argouml.uml.ui.behavior.common_behavior.ActionCreateArgument,18,19,1,0,0,1
